"Word","Length","Log_Freq_HAL","predicted_gaze_duration_default"
"agitators",9,4.357,280.062308904208
"agleam",6,0,296.745366966085
"aglow",5,3.989,263.389841727858
"Agnes",5,6.444,247.431878136554
"agnostic",8,6.929,257.713165027051
"agnostics",9,5.549,271.691143064154
"ago",3,11.662,209.122788012466
"agonies",7,4.727,267.794478537568
"agonize",7,4.357,270.328897028551
"agonized",8,4.97,270.891899533556
"agonizes",8,3.258,282.959650865082
"agonizing",9,6.138,267.647556924624
"agony",5,7.716,239.547674266932
"agoraphobia",11,3.367,297.551850939363
"agrarian",8,5.984,263.988414144437
"agree",5,11.546,217.293177540348
"agreeable",9,6.486,265.286817275325
"agreeableness",13,1.386,324.210818442775
"agreeably",9,3.951,282.972054548454
"agreed",6,9.994,230.084128464132
"agreeing",8,7.728,252.523948317622
"agreement",9,10.066,242.177555992857
"agreements",10,8.501,256.518206880533
"agrees",6,8.62,238.274794332931
"agricultural",12,8.527,265.578505405974
"agriculturalist",15,2.197,329.020520534529
"agriculturally",14,3.664,311.402579166456
"agriculture",11,8.606,260.398437305311
"agriculture's",13,3.258,309.12205519242
"agriculturist",13,0,335.854847348024
"Agrippa",7,4.554,268.97651915833
"agronomy",8,5.182,269.433795922114
"aground",7,5.024,265.77729606518
"ah",2,10.016,214.249114927193
"ahead",5,10.161,225.091529741362
"ahem",4,7.589,236.110347560493
"ahoy",4,5.257,250.552336795556
"aid",3,9.829,219.11276158464
"aide",4,7.362,237.478783061999
"aided",5,7.407,241.439528710556
"aides",5,6.509,247.02277041214
"aiding",6,6.635,250.625342054415
"aids",4,10.001,222.048106661114
"ail",3,5.451,244.947170474152
"ailerons",8,5.05,270.340747036264
"ailing",6,5.656,256.950319162442
"ailment",7,5.659,261.515291687154
"ailments",8,6.354,261.513439676049
"aim",3,8.975,223.928724309773
"aimed",5,8.875,232.582821498614
"aiming",6,7.569,244.736271977812
"aimless",7,4.997,265.96004668803
"aimlessly",9,5.517,271.912569936942
"aims",4,7.948,233.962248441351
"ain't",5,9.952,226.29238121241
"air",3,11.304,211.037453602722
"airbase",7,4.868,266.834924484724
"airbed",6,0,296.745366966085
"airbladder",10,0,318.49918991914
"airborne",8,7.663,252.942166839274
"airbrake",8,3.091,284.165220966834
"airbus",6,6.354,252.424683572645
"aircraft",8,9.754,239.829377882329
"aircraft's",10,4.942,280.845706689188
"aircrew",7,4.836,267.05239356455
"aircushion",10,0,318.49918991914
"airdrop",7,3.219,278.275270022604
"airdrops",8,3.332,282.427082748365
"aired",5,8.035,237.610144877194
"airfield",8,6.211,262.467220910904
"airfields",9,5.303,273.398008106382
"airflow",7,6.033,259.037123685663
"airforce",8,5.93,264.351580105741
"airframe",8,6.087,263.297091524712
"airily",6,2.773,276.518794079626
"airless",7,6.04,258.990965438763
"airlift",7,5.278,264.064221971433
"airline",7,8.544,242.996200576092
"airliner",8,5.832,265.011935628297
"airlines",8,8.743,246.08229206982
"airlock",7,6.328,257.098996891066
"airmail",7,6.617,255.214352077889
"airman's",8,3.401,281.931402064034
"airmen",6,5.333,259.071933606173
"airpark",7,4.407,269.985011380951
"airplane",8,8.457,247.880568156002
"airplanes",9,7.438,258.934555719533
"airport",7,9.381,237.87308653685
"airports",8,7.431,254.440541231863
"airs",4,7.376,237.394157140331
"airshaft",8,1.099,298.947686835994
"airship",7,6.105,258.562745739214
"airsick",7,2.89,280.615823159976
"airspace",8,6.612,259.801390707478
"airspeed",8,6.399,261.214016277224
"airstrip",8,5.153,269.632789173547
"airstrips",9,3.85,283.700591092468
"airtight",8,5.903,264.533350394742
"airway",6,5.545,257.677452181424
"airways",7,6.817,253.918194284529
"airy",4,5.892,246.534479844806
"aisle",5,7.236,242.492891810074
"ajar",4,5.004,252.171334797442
"akin",4,7.798,234.857395708209
"Akron",5,8.048,237.531519196107
"Al",2,11.167,208.062189029792
"Alabama",7,8.565,242.866324055681
"Alabamans",9,1.792,298.960791363233
"alabaster",9,7.441,258.914780439773
"Alamo",5,7.33,241.913282604725
"Alamogordo",10,4.454,284.356587693789
"Alan",4,10.41,219.748046097689
"alarm",5,8.63,234.038035219388
"alarmed",7,6.851,253.698503041124
"alarming",8,6.964,257.483635199461
"alarmingly",10,4.836,281.604612235646
"alarmist",8,5.13,269.790715905375
"alarms",6,7.29,246.480783219655
"alas",4,8.379,231.409132469138
"Alaska",6,8.74,237.547978984307
"albacore",8,3.989,277.742480629192
"Albania",7,7.467,249.750971025316
"Albanian",8,7.938,251.177500835753
"Albanians",9,7.5,258.526173379588
"Albany",6,8.097,241.468553708776
"albatross",9,6.282,266.668161853263
"albeit",6,8.283,240.327847927548
"Albert",6,9.264,234.400107208744
"albino",6,6.757,249.848131833484
"album",5,10.592,222.635215598285
"albumin",7,6.987,252.821637202859
"albums",6,9.39,233.649418402653
"alchemist",9,6.263,266.797182068309
"alchemy",7,6.974,252.905324089914
"alcohol",7,9.562,236.779503866271
"alcoholic",9,7.509,258.46694563046
"alcoholics",10,6.901,267.182725211626
"alcoholism",10,6.93,266.985540146042
"alcohols",8,4.934,271.140284612077
"alcove",6,5.576,257.474172157742
"alcoves",7,4.06,272.380625001329
"alderman",8,5.17,269.516120139178
"aldermen",8,2.398,289.223103903685
"ale",3,8.501,226.647285383281
"alehouse",8,2.197,290.706880893156
"alert",5,9.103,231.236711284821
"alerted",7,6.457,256.25604050383
"alerting",8,5.805,265.194159983108
"alertly",7,2.565,282.947247725408
"alertness",9,5.38,272.862595707344
"alerts",6,7,248.307255878881
"Alex",4,9.828,223.028223515166
"Alexander",9,9.656,244.71861194524
"Alexander's",11,6.047,277.927553805623
"Alexandria",10,8.516,256.420268146072
"Alexei",6,6.838,249.333446997322
"Alexis",6,7.289,246.487058260355
"Alex's",6,6.34,252.514667554376
"alfalfa",7,6.105,258.562745739214
"Alfonso",7,6.586,255.415847937065
"Alfred",6,8.162,241.069305837931
"alfredo",7,6.713,254.591372682876
"Alfred's",8,3.638,280.2354630522
"alga",4,4.19,257.451600613574
"algae",5,7.73,239.46231109277
"algaecide",9,1.099,304.282022020098
"algebra",7,7.834,247.428373599895
"algebraic",9,6.842,262.893352310596
"algebraically",13,4.277,301.205958488698
"Algeria",7,7.132,251.890081443149
"Algerian",8,6.215,262.440494483759
"Algerians",9,4.431,279.53519397471
"algorithm",9,9.301,246.940321534524
"alias",5,10.02,225.900972096186
"alibi",5,5.808,251.470762210261
"alibis",6,4.143,267.040687697203
"Alice",5,8.65,233.91890173786
"Alicia",6,7.002,248.294613281625
"alien",5,9.962,226.234778543613
"alienable",9,1.386,302.066885374501
"alienate",8,6.337,261.626644483487
"alienated",9,6.454,265.503024655804
"alienates",9,4.533,278.810255972122
"alienation",10,6.136,272.43725291445
"aliens",6,9.374,233.744610543552
"alight",6,4.718,263.160091896988
"align",5,7.281,242.215246248352
"aligned",7,7.478,249.681040463801
"aligning",8,5.814,265.133404613652
"alignment",9,8.327,253.140076059641
"alignments",10,6.14,272.409511262116
"alike",5,8.63,234.038035219388
"aliment",7,2.079,286.46981391851
"alimony",7,5.74,260.976572609817
"alive",5,9.903,226.574846363642
"alkali",6,4.673,263.461746035896
"alkaline",8,6.629,259.688975680082
"alkalis",7,1.792,288.570573099318
"all",3,14.346,195.310721170192
"Allah",5,8.991,231.896982042692
"Allan",5,8.504,234.789972606777
"allay",5,4.956,256.984848654037
"allegation",10,6.919,267.0603173446
"allegations",11,8.325,262.267943859137
"allege",6,6.246,253.119677019852
"alleged",7,8.96,240.436300145098
"allegedly",9,8.392,252.721530311798
"allegiance",10,7.203,265.136399172492
"allegiances",11,4.159,291.612420117934
"alleging",8,6.165,262.774770519826
"allegoric",9,1.386,302.066885374501
"allegorical",11,5.468,282.054633648071
"allegory",8,6.225,262.373690321809
"allegretto",10,3.258,293.147843308937
"allegro",7,6.492,256.027808450611
"Alleluia",8,4.19,276.324874343128
"Allen",5,9.597,228.346805881319
"Allen's",7,5.835,260.346155472348
"allergen",8,4.745,272.448047625692
"allergic",8,7.583,253.45784828372
"allergies",9,7.518,258.407731450273
"allergy",7,7.925,246.855820356968
"alleviate",9,7.251,260.170200822711
"alleviating",11,5.328,283.061712330811
"alleviation",11,4.554,288.694662144428
"alley",5,8.01,237.761421267534
"alleys",6,5.472,258.156778031327
"alleyway",8,4.477,274.313262381357
"alleyways",9,4.143,281.592268492191
"alliance",8,9.2,243.235861549572
"alliances",9,7.235,260.27619791264
"alliance's",10,4.7,282.58130658467
"allied",6,8.129,241.2719183464
"allies",6,8.514,238.918664111579
"alligator",9,6.583,264.632513789676
"alligatored",11,0,324.182396412142
"Allison",7,8.053,246.052712491114
"Allison's",9,5.05,275.164628344313
"alliterate",10,2.303,300.362374872776
"alliteration",12,4.691,292.82296149895
"alliterative",12,4.234,296.249677482893
"allocable",9,0,312.915615103858
"allocate",8,8.108,250.092779561354
"allocated",9,9.794,243.860366761693
"allocation",10,8.347,257.525877248745
"allocations",11,6.551,274.384262401198
"allopathic",10,4.779,282.013550469638
"allopathy",9,4.007,282.568920029187
"allot",5,6.172,249.151199431108
"alloted",7,5.153,264.905885939081
"allotment",9,5.793,270.008681766354
"allotments",10,4.06,287.223189652714
"allotted",8,6.157,262.828294183387
"allotting",9,5.088,274.898559451795
"allow",5,11.251,218.931230332333
"allowable",9,6.844,262.879967060283
"allowance",9,7.278,259.991428609217
"allowances",10,6.397,270.633018772081
"allowed",7,10.704,229.994653471047
"allowing",8,9.723,240.018727055519
"allows",6,10.674,226.135286188976
"alloy",5,7.282,242.209079958977
"alloys",6,6.677,250.357505367861
"allspice",8,4.673,272.947900552986
"alluded",7,6.551,255.643534467493
"alludes",7,5.565,262.141866089227
"alluding",8,5.727,265.721290041515
"allure",6,5.509,257.913720723612
"allurement",10,0,318.49918991914
"alluring",8,5.165,269.550429319703
"allusion",8,6.011,263.807018300546
"allusions",9,5.935,269.034344617963
"allusive",8,2.398,289.223103903685
"allusiveness",12,0,329.967012381415
"ally",4,7.958,233.902693409778
"almanac",7,7.225,251.294408396384
"Almighty",8,7.562,253.593388785408
"almond",6,6.469,251.686741913048
"almonds",7,6.114,258.503509611443
"almost",6,11.623,220.737361522104
"alms",4,4.898,252.852756019406
"aloe",4,5.717,247.635287549267
"aloes",5,2.398,274.277191550455
"aloft",5,5.642,252.535742428432
"alone",5,10.84,221.234005601218
"aloneness",9,3.091,289.235782148777
"along",5,11.436,217.902538983657
"alongside",9,7.768,256.768304186072
"aloof",5,5.908,250.831376757874
"aloofness",9,4.431,279.53519397471
"aloud",5,7.147,243.042950555292
"Alp",3,6.24,240.076116411473
"alpha",5,10.504,223.13454950446
"alphabet",8,7.961,251.030469676128
"alphabetic",10,6.668,268.772299951276
"alphabetical",12,7.466,272.849852276815
"alphabetized",12,5.247,288.707317225
"Alpine",6,7.894,242.719697647692
"Alps",4,6.691,241.570352994217
"already",7,11.893,223.13706970571
"alright",7,8.705,242.00225276996
"Al's",4,6.847,240.612863373474
"also",4,13.571,202.757001843315
"altar",5,8.133,237.018069010826
"altarpiece",10,1.386,307.456878626029
"alter",5,8.977,231.979648339428
"alteration",10,7.814,261.044120717672
"alterations",11,7.013,271.175942901057
"altercate",9,0,312.915615103858
"altercation",11,4.99,285.50793309565
"altered",7,8.551,242.952900687402
"altering",8,7.512,253.9163960749
"alterman",8,3.689,279.871850124029
"alternate",9,9.274,247.110119701017
"alternated",10,5.247,278.673452828673
"alternately",11,7.439,268.250875790527
"alternating",11,7.179,270.032354227009
"alternation",11,4.875,286.345037968061
"alternative",11,10.34,249.153298589154
"alternatively",13,8.554,270.131665942826
"alternatives",12,9.063,261.979140068792
"alternator",10,6.772,268.061625019543
"alters",6,6.891,248.997251878615
"although",8,11.608,228.772535242487
"altitude",8,8.224,249.355306798924
"alto",4,8.671,229.695261706113
"altogether",10,8.597,255.892044770013
"altruism",8,6.295,261.906537085348
"altruist",8,3.912,278.287468363707
"altruistically",14,2.89,317.599514406589
"alum",4,6.227,244.440850468176
"aluminium",9,6.886,262.599034179506
"aluminum",8,8.761,245.969551216305
"alumnae",7,3.871,273.694370421018
"alumni",6,7.852,242.979363278582
"alveolar",8,3.807,279.032357243368
"alveoli",7,2.639,282.414702953068
"alveolus",8,0,307.429925334142
"always",6,12.21,217.463193967009
"am",2,13.213,197.502158306193
"amalgamate",10,3.258,293.147843308937
"amalgamated",11,4.828,286.687865208992
"amalgamation",12,4.635,293.240725221166
"amass",5,5.606,252.767296455409
"amassing",8,4.585,273.560077476566
"amateur",7,9.452,237.4435113692
"amateurish",10,5.328,278.099388098395
"amateurishness",14,1.609,328.12780245005
"amateurs",8,7.559,253.612757630246
"amatory",7,0.693,296.758374953488
"amaze",5,6.688,245.899643577445
"amazed",6,8.608,238.347598065003
"amazement",9,7.059,261.445019969105
"amazing",7,10.13,233.380245522341
"amazingly",9,7.907,255.86128603961
"Amazon",6,7.3,246.418041598199
"Amazonian",9,4.454,279.371563141577
"Amazons",7,5.996,259.281239685792
"ambassador",10,8.537,256.283216734937
"ambassadors",11,6.86,272.234261989682
"ambassador's",12,5.069,290.018581214941
"amber",5,7.883,238.531393973876
"ambiance",8,5.375,268.11319732958
"ambidextrous",12,5.124,289.612780832408
"ambience",8,6.011,263.807018300546
"ambient",7,7.937,246.780417772039
"ambiguities",11,5.855,279.289382968922
"ambiguity",9,7.154,260.813471246373
"ambiguous",9,7.839,256.304606132106
"ambition",8,7.137,256.352101053136
"ambitions",9,6.724,263.684289604816
"ambitious",9,7.497,258.545918978488
"ambitiously",11,2.197,306.548079855961
"ambivalence",11,5.22,283.841057807018
"ambivalent",10,5.628,275.983504156201
"amble",5,3.951,263.644771559533
"ambled",6,3.932,268.479005363951
"ambling",7,3.664,275.140505961434
"Ambrose",7,7.251,251.128128248618
"ambrosia",8,6.186,262.634322756586
"ambrosial",9,1.946,297.790990743845
"ambulance",9,7.244,260.216569236935
"ambulances",10,5.242,278.708927730122
"ambulatory",10,4.852,281.489929181079
"ambuscade",9,1.099,304.282022020098
"ambush",6,7.508,245.116630710219
"ambushed",8,5.759,265.504904920736
"ambushes",8,4.605,273.420825904033
"Amelia's",8,2.398,289.223103903685
"ameliorate",10,5.106,279.675578924417
"Amen",4,7.897,234.266215053926
"amenable",8,6.217,262.427132290762
"amend",5,7.741,239.395261367967
"amendable",9,3.332,287.466629099747
"amended",7,8.186,245.221000982723
"amending",8,5.927,264.371770635005
"amendment",9,10.247,241.064184226876
"amendments",10,8.019,259.685297538276
"amendment's",11,5.476,281.997194636933
"amenity",7,3.526,276.108838852817
"America",7,11.274,226.681257828985
"American",8,11.693,228.278018552639
"Americana",9,6.461,265.45571423948
"Americanize",11,2.996,300.3755414136
"Americans",9,10.34,240.494112407209
"American's",10,6.021,273.236034753428
"Americas",8,7.974,250.947403182219
"America's",9,8.688,250.824271436309
"amethyst",8,6.308,261.819871678573
"amiable",7,5.71,261.175968676654
"amicable",8,5.165,269.550429319703
"amicably",8,4.489,274.229472867973
"amid",4,6.87,240.472016409853
"amide",5,3.871,264.182272753254
"amidst",6,6.541,251.225824813296
"amigo",5,7.091,243.389694291379
"amino",5,7.393,241.52559672036
"amiss",5,5.953,250.544183933467
"amity",5,4.796,258.033763577142
"ammo",4,8.688,229.595873480873
"ammonia",7,7.113,252.011951681612
"ammonium",8,6.236,262.300225384252
"ammunition",10,8.012,259.731579531394
"amnesia",7,7.85,247.327608767083
"amnesty",7,8.167,245.339644566046
"amoeba",6,6.172,253.596980642375
"amok",4,6.304,243.962146679958
"among",5,11.006,220.301029392439
"amongst",7,8.865,241.018506415078
"amoral",6,5.799,256.016585830499
"amorality",9,4.094,281.943760673585
"amorist",7,0,302.040404597855
"amorous",7,5.624,261.74841547293
"amorphous",9,6.118,267.783868206192
"amorphously",11,1.099,315.237943785156
"amortization",12,4.927,291.068915059129
"amortize",8,3.807,279.032357243368
"amory",5,5.05,256.370600612359
"amount",6,11.033,224.077938791505
"amounted",8,6.535,260.311174342393
"amounting",9,5.505,271.995651531636
"amounts",7,9.48,237.274314816201
"amour",5,5.017,256.58607346282
"amp",3,9.095,223.245669124343
"ampere",6,4.06,267.605549754468
"ampersand",9,5.438,272.459990527472
"amphetamine",11,5.771,279.887279613361
"amphetamines",12,5.451,287.211809533012
"amphibian",9,5.841,269.678934204019
"amphibious",10,5.838,274.511971271165
"amphitheater",12,5.231,288.824940747488
"ample",5,7.861,238.665028231737
