"length_mu","length_sd","freq_mu","freq_sd","beta_length_ld","beta_freq_ld","difficulty_ref","lambda_fix","alpha_fix","R_default_ms"
7.99878916674904,2.4578033300715,6.16452256103588,2.3958013916148,0.171100728947938,-0.240073709192155,-0.726243391513586,0.254058754012921,5.38677952774536,218.498582640921
